date,pos_tencent,neg_tencent,net_tencent,pos_alibaba,neg_alibaba,net_alibaba,pos_xiaomi,neg_xiaomi,net_xiaomi
2026-06-23,0.8498,0.073,0.7549,0.3808,0.5667,-0.1767,NaN,NaN,NaN
2026-06-24,NaN,NaN,NaN,NaN,NaN,NaN,0.8435,0.1842,0.6439
2026-06-25,0.6374,0.2986,0.3223,0.2856,0.6226,-0.3301,NaN,NaN,NaN
2026-06-26,0.478,0.4678,-0.0021,NaN,NaN,NaN,NaN,NaN,NaN
2026-06-27,NaN,NaN,NaN,NaN,NaN,NaN,0.6326,0.3868,0.2343
2026-06-28,NaN,NaN,NaN,NaN,NaN,NaN,0.7173,0.2901,0.4186
2026-06-29,0.5993,0.3509,0.2392,NaN,NaN,NaN,0.7861,0.3521,0.2544
2026-06-30,NaN,NaN,NaN,NaN,NaN,NaN,0.5896,0.5134,-0.0585
2026-07-01,0.6987,0.2631,0.4286,NaN,NaN,NaN,0.6868,0.3851,0.2007
2026-07-02,NaN,NaN,NaN,NaN,NaN,NaN,0.7632,0.2888,0.3986
2026-07-03,NaN,NaN,NaN,0.2142,0.7149,-0.4956,0.8216,0.4659,0.2421
2026-07-04,NaN,NaN,NaN,NaN,NaN,NaN,0.6162,0.5987,-0.0677
2026-07-08,NaN,NaN,NaN,0.1606,0.7849,-0.6204,0.7108,0.6475,0.0373
2026-07-09,NaN,NaN,NaN,NaN,NaN,NaN,0.7812,0.733,0.1026
2026-07-10,NaN,NaN,NaN,NaN,NaN,NaN,0.8351,0.5497,0.3262
2026-07-11,NaN,NaN,NaN,NaN,NaN,NaN,0.8687,0.6538,0.396
2026-07-12,NaN,NaN,NaN,NaN,NaN,NaN,0.8898,0.4904,0.5353
2026-07-13,NaN,NaN,NaN,NaN,NaN,NaN,0.9165,0.3678,0.6506
2026-07-14,NaN,NaN,NaN,NaN,NaN,NaN,0.9142,0.2758,0.7148
2026-07-15,NaN,NaN,NaN,0.3651,0.5887,-0.2207,0.9352,0.456,0.4149
2026-07-16,NaN,NaN,NaN,NaN,NaN,NaN,0.9497,0.342,0.5594
2026-07-17,NaN,NaN,NaN,NaN,NaN,NaN,0.9612,0.4954,0.5029
2026-07-19,NaN,NaN,NaN,NaN,NaN,NaN,0.9705,0.3716,0.6269
2026-07-21,NaN,NaN,NaN,NaN,NaN,NaN,0.977,0.2787,0.7192
2026-07-22,NaN,NaN,NaN,NaN,NaN,NaN,0.9423,0.209,0.749
2026-07-24,0.524,0.4462,0.0726,NaN,NaN,NaN,0.956,0.1568,0.811
2026-07-25,NaN,NaN,NaN,NaN,NaN,NaN,0.9631,0.1176,0.8543
2026-07-27,0.6417,0.3346,0.3031,0.5216,0.4415,0.0823,0.9701,0.0882,0.8885
2026-07-28,NaN,NaN,NaN,0.6402,0.3311,0.3107,0.9763,0.0661,0.9151
2026-07-29,NaN,NaN,NaN,NaN,NaN,NaN,0.9806,0.2978,0.7809
2026-07-30,NaN,NaN,NaN,NaN,NaN,NaN,0.9802,0.4731,0.8031
2026-07-31,0.4813,0.5,-0.0217,NaN,NaN,NaN,0.9802,0.6046,0.8102
2026-08-02,NaN,NaN,NaN,NaN,NaN,NaN,0.9222,0.6882,0.5721
2026-08-03,NaN,NaN,NaN,NaN,NaN,NaN,0.6916,0.7289,0.2163
2026-08-04,NaN,NaN,NaN,NaN,NaN,NaN,0.7684,0.5467,0.4119
2026-08-05,NaN,NaN,NaN,NaN,NaN,NaN,0.5763,0.6589,0.0601
2026-08-06,0.6033,0.375,0.2261,NaN,NaN,NaN,0.6683,0.4941,0.2811
2026-08-07,NaN,NaN,NaN,NaN,NaN,NaN,0.7469,0.3706,0.4566
2026-08-08,NaN,NaN,NaN,NaN,NaN,NaN,0.5602,0.5261,0.0943
2026-08-10,NaN,NaN,NaN,0.7299,0.2484,0.4828,0.6679,0.3946,0.3184
2026-08-11,NaN,NaN,NaN,NaN,NaN,NaN,0.7507,0.2959,0.4886
2026-08-12,0.6981,0.2813,0.4152,NaN,NaN,NaN,0.81,0.222,0.6134
2026-08-13,NaN,NaN,NaN,NaN,NaN,NaN,0.8563,0.1665,0.7089
2026-08-16,NaN,NaN,NaN,0.7963,0.1863,0.6109,0.8908,0.1249,0.7802
2026-08-17,NaN,NaN,NaN,0.846,0.1397,0.707,NaN,NaN,NaN
2026-08-18,0.7695,0.2109,0.5573,NaN,NaN,NaN,0.9129,0.0936,0.8299
2026-08-19,NaN,NaN,NaN,NaN,NaN,NaN,0.9329,0.0702,0.8707
2026-08-20,NaN,NaN,NaN,NaN,NaN,NaN,0.9491,0.3016,0.499
2026-08-21,NaN,NaN,NaN,NaN,NaN,NaN,0.9586,0.2262,0.621
2026-08-23,NaN,NaN,NaN,0.816,0.1048,0.7117,0.9685,0.1697,0.7153
2026-08-24,NaN,NaN,NaN,0.853,0.0786,0.7748,0.9593,0.373,0.6852
2026-08-25,NaN,NaN,NaN,NaN,NaN,NaN,0.9531,0.2797,0.7475
2026-08-26,NaN,NaN,NaN,NaN,NaN,NaN,0.9639,0.2098,0.8097
2026-08-28,NaN,NaN,NaN,NaN,NaN,NaN,0.7229,0.3426,0.422
2026-08-29,NaN,NaN,NaN,NaN,NaN,NaN,0.7726,0.257,0.5469
2026-08-30,NaN,NaN,NaN,NaN,NaN,NaN,0.8171,0.1927,0.6478
2026-08-31,NaN,NaN,NaN,NaN,NaN,NaN,0.8627,0.1445,0.7357
